,id,lon,lat,year,month,day,y_test,LGBM_y_pred,difference
230040,54499.0,116.22,40.22,2011,7,9,24.87181143544279,24.94564180311845,0.0738303676756615
428799,54807.0,115.77,36.15,2018,10,19,8.382346490237637,9.769607681457344,1.3872611912197057
111192,54932.0,118.65,35.77,2006,1,2,-1.249482945703662,-1.7750829683306788,-0.5256000226270168
54944,54835.0,118.55,36.5,2004,3,8,6.194937007900728,5.787152995478978,-0.4077840124217485
475632,54633.0,115.27,37.5,2020,2,6,-2.854176214944219,-3.4954651595703514,-0.6412889446261323
460352,57191.0,114.47,34.52,2019,11,14,10.07555595215588,9.82569568583434,-0.2498602663215408
77920,54755.0,120.38,37.33,2005,10,22,6.6317333135288665,7.295253467722999,0.6635201541941331
370711,54602.0,115.48,38.73,2016,12,23,-3.28897634096793,-3.532991010618772,-0.2440146696508418
487489,58045.0,119.6,34.2,2020,5,7,17.34013742994363,17.761456545990523,0.4213191160468917
93695,53994.0,114.07,35.38,2006,10,1,18.90544854229006,18.682734121143643,-0.2227144211464242
65199,53698.0,114.35,38.07,2005,2,16,-0.7279956909123217,-1.9290440748920483,-1.2010483839797268
43456,54453.0,120.97,40.87,2004,11,26,-2.1657907204823217,-1.0463664638063843,1.1194242566759371
409910,58013.0,116.9,34.75,2017,8,26,24.05651296741521,24.545155953176288,0.4886429857610786
355424,54936.0,118.83,35.57,2015,10,19,15.17917560373166,15.828154484950447,0.6489788812187864
130522,54701.0,115.2,37.93,2007,6,26,26.45421328061421,26.32103522259069,-0.1331780580235104
339524,54401.0,114.92,40.77,2015,3,10,-5.685974574342557,-5.194381358102566,0.4915932162399912
179318,54609.0,115.58,38.23,2009,2,8,-0.3623942961570858,-0.3891004139312998,-0.026706117774214
348927,54732.0,118.52,37.87,2015,5,1,19.53056484560456,19.48650134221334,-0.044063503391218
258166,54438.0,118.88,39.88,2012,3,14,1.571357200232323,3.759208105093234,2.187850904860912
103637,54722.0,117.63,37.75,2006,9,10,16.019406945844118,16.114047661775405,0.0946407159312876
106444,54816.0,116.8,36.52,2006,1,17,-1.0984562578652604,-2.5374289690707923,-1.438972711205532
252997,53798.0,114.37,37.18,2012,2,21,1.5350432350333143,2.324562372764792,0.789519137731477
111267,54935.0,118.43,35.53,2006,10,5,17.854860384677373,18.09989708266529,0.2450366979879135
38572,53884.0,113.03,36.52,2004,1,21,-11.425634872872015,-9.969394772653551,1.4562401002184642
75198,54640.0,114.87,36.92,2005,7,20,28.788094126748767,27.942374021452203,-0.8457201052965608
481815,54852.0,120.73,36.97,2020,5,5,12.184516377195791,14.551562395976466,2.3670460187806768
367350,54429.0,117.95,40.2,2016,11,21,-2.6620906044353587,-1.5720898697103038,1.0900007347250549
19444,54716.0,116.8,37.67,2003,8,22,27.577975950051915,26.534768675972447,-1.0432072740794602
25660,54851.0,120.57,36.9,2003,1,18,-3.302850369649748,-1.5602983347548949,1.7425520348948529
260537,54530.0,117.77,39.23,2012,3,24,4.603337125208544,4.0873686912702665,-0.5159684339382782
79828,54830.0,117.93,36.82,2005,9,7,20.12314104186595,19.68626469531039,-0.4368763465555609
430974,54841.0,119.42,36.87,2018,9,21,20.507018485635427,19.675020647438437,-0.8319978381969939
408492,57089.0,113.93,34.07,2017,6,23,25.09060217460725,23.86202429995045,-1.2285778746568037
70444,54436.0,118.95,40.42,2005,5,1,12.858507588177982,12.265012889810928,-0.5934946983670581
123828,54420.0,117.33,40.93,2007,11,29,-5.792146516469989,-5.996871189737082,-0.2047246732670915
188384,54914.0,116.08,35.42,2009,7,9,22.100072941490644,22.71450869100987,0.6144357495192239
32436,58025.0,117.73,34.57,2003,2,11,-5.637643651653327,-4.52376920152926,1.1138744501240672
43331,54439.0,118.72,40.02,2004,4,17,14.79959736280792,16.27065458017727,1.4710572173693492
355803,57079.0,113.03,34.95,2015,7,21,26.507014968193666,25.483695490395604,-1.0233194777980614
183987,54800.0,115.25,37.0,2009,4,27,14.463152933768225,13.660500420177662,-0.8026525135905622
155909,54633.0,115.27,37.5,2008,12,15,0.5760474226881906,0.110875677549657,-0.4651717451385336
197218,53798.0,114.37,37.18,2010,6,23,22.879460202394352,24.18286375086813,1.3034035484737745
356571,57090.0,113.97,34.72,2015,3,18,7.383535627976648,8.229282228534977,0.8457466005583294
364433,53895.0,114.45,36.75,2016,2,16,2.778624315353403,1.9881193380818016,-0.7905049772716011
